site_id,size
10,50.0
12,50.0
15,50.0
16,50.0
17,50.0
21,47.11587301587301
26,50.0
28,50.0
29,50.0
31,50.0
32,50.0
33,50.0
37,27.88412698412698
40,40.0
41,40.0
42,5.0
44,40.0
47,5.0
48,5.0
49,40.0
51,40.0
52,40.0
53,40.0
54,40.0
59,40.0
