,1,3,4,5,6,7,9,10,11,12,15,16,17,18,19,20,21,24,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,44,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,9.741862122478263,0.0,0.8138294789649222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.697183699318108,0.8974669714790567,0.0,0.14235633399116895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36184182595431497,0.0,0.19294874670285742,1.907805004437851,0.8639903998837604,0.0,0.0,13.134861877906575,0.0,0.18586508977023294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15731471614330997,0.27140833770278944,0.05551861068006184,0.0,0.0,0.0
3,0.0,0.0,0.0,0.06109204633771054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21919783076791258,0.0,0.0,0.0,0.0,0.0,0.09661820394904547,0.0,0.0,0.11801300534453561,0.0,0.0,0.0,0.32228841160971133,0.0,0.0,0.33462188535534687,0.0,0.0,0.0,0.16957627459013708,0.0,0.0,0.0,0.1477859390512009,0.0,0.19215767841596534,0.0,0.13261181100263478,0.0,0.0,0.0
4,0.0,0.7777999142619286,14.019060476755488,0.2225418921625018,0.30671874941769917,0.11999067606176579,1.2145415239251611,0.0,0.0,0.0,0.16817392626337388,0.0,0.0,1.0489565484188887,13.519608726531356,0.6502940894746881,13.617269702313124,6.707503962207291,0.19963686949203588,0.0,0.0,0.0,3.2155487556186597,0.43307392942400574,0.0,0.0,5.652542486337903,0.35838989161151324,16.00068653542013,3.5133500079841213,2.944679782656933,0.06612611725429647,0.7392892717500463,1.3311521809429336,0.05886267207465107,30.738288720219447,0.0,1.2787978434104401,0.0,0.0,0.0,1.386742706921804,0.0,9.844736957423635,0.0,0.289782696548328,0.0,0.0,2.3133713320676548
5,0.0,0.49017467667785175,0.0,2.2177239846525225,2.6613694630013587,3.1357227739413687,0.0,0.13789758546505,0.0,0.0,1.621366369284112,0.0,0.0,0.0,0.0,0.0,1.5215119768886898,3.990148439083616,1.8801535720460323,0.05598606012231626,0.653566235570469,0.0,0.14940403327438923,3.0540629521444647,1.3412922380749137,0.0,0.11607129227670962,0.43120413165498817,0.8181443968934243,0.0,0.0,0.33465784300475104,4.889017758889437,0.0,0.13710651717815792,1.074450521846456,0.06587441370846717,15.573042211056155,0.0,0.0,0.31721838304372124,17.003293673757025,0.0,0.20625307698240594,0.0,0.0,0.0,0.0,0.0
6,0.0,0.7781954484053747,0.12502474697835173,4.45928789086002,4.7052382127846455,3.9771317699993007,0.37482253738922583,0.2835979808508082,0.0,0.0,1.9441941456348861,0.0,0.0,0.0,0.05666925546099577,0.38719196878426554,1.158159929659399,4.490427215244043,1.7819172738737985,0.4639615502622008,0.24120391220327386,0.0,0.23304152578852386,3.610435661375421,1.0110931435962818,0.0,0.3162115688604041,1.1049066508918006,1.7086715420374734,0.0,0.0,0.6719046367666035,6.182270577360359,0.0,0.08112045705584166,2.152784469828564,0.10941912713693536,15.721834964290673,0.0,0.0,0.6603981889572642,14.770395561055937,0.20797904415380683,0.08385323841055974,0.20625307698240594,0.0,0.0,0.0,0.0
7,0.0,0.19456684092604576,0.28999844244475315,2.187915093296453,2.307006828123114,2.2729908917867547,0.16389496598427583,1.0908472099747644,0.0,0.0,5.24604125982359,0.0,0.26712937742369136,0.0,0.40042438376500566,0.4674134846050026,2.2880931045365127,7.092286768481476,5.6493422555409305,1.2644866989475745,1.0273460011269735,0.0,0.6637422503518534,7.520650245833534,2.8858890258810908,0.0,0.7445390885630574,0.9251543615202794,3.158879500157664,0.0,0.0,1.6897578184508721,7.344098187258985,0.0,1.7327991247876815,4.823646752272627,0.06670143964476342,27.283621596062957,0.0,0.059114375620480365,1.9445537221289277,22.769857866355597,1.2688016168760767,0.24113199690446552,0.0,0.0,0.0,0.0,0.0
9,0.0,0.16073069283670757,19.747042111543372,0.0,0.5785585789133388,0.41034869500056076,0.5492530946489279,2.7666894181062167,0.0,0.0,3.5872789351591257,0.11319468032437481,0.9622626557053985,0.0,30.036898810941413,17.606087708368786,14.925984310027845,3.1834026170513186,4.78689803458155,0.0,0.19647259634446756,0.0,7.179160449441987,12.757594220357865,2.1924817147707842,0.0,1.375272216761869,12.673057786608625,30.044809493810337,5.531688826690437,7.266789241039986,6.067961209904454,8.27601258686725,0.05415222000270281,1.6631132002423707,41.02541263826278,0.0,9.890187426270526,0.0,0.2356664341950294,2.7157374289004865,8.839073418887386,1.7928843569420752,6.453103592672681,0.0,0.05645350956457066,0.0,0.0,0.8446451845043088
10,0.0,0.0,0.7998779109960983,0.0,0.0,0.0,1.1308321161122183,238.45944461249945,0.09866778996508402,0.40161098619534374,0.5995218885159788,0.0,0.0,0.0,1.0973195868675178,3.111954767685203,2.502904102077115,0.0,0.0,0.2958595392976353,0.06670143964476342,0.0,8.26536912264361,81.94496595667962,24.700603851113318,0.0,0.0,15.137415288524453,21.073663628661375,0.0,0.0,254.55326145987644,92.68576753725556,0.0,0.0,16.37058287484098,0.0,0.5643193497492814,0.0,0.0781359721552943,0.0,8.696896873143238,0.0,0.1865482851089125,0.0,0.0,0.0,0.0,0.1112529672565488
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.19067399492441,0.0,2.0852560042475043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5865771347304721,2.267920863220765,0.0,0.0,0.0,0.0,0.0,0.0,25.649598134188572,1.8938534364690272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05551861068006184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76593472497891,0.0,1.2415097609783001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0849319678926853,0.0,0.0,0.0,0.0,0.0,0.0,2.1157480909422532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.734209823318075,47.20016806689766,37.53550701769018,67.36769893057357,0.0,0.2424624299324204,0.0,0.07040507753339449,0.0,0.0,0.0,0.7277109086418987,0.9007031599254335,1.4526890359290794,0.07525936020295948,0.0,1.9778864631266073,188.2219698580797,0.0,0.0,0.0,0.3671995157155386,0.0,0.0,7.515364471371118,8.613870660668974,0.0,0.1908632030374147,0.3070423682623369,0.0,1.5647330714725205,0.1835638002083651,219.14047831711292,4.7034762879638405,6.9690239463239285,0.35853372220912993,0.0,0.0,0.0,0.0,8.186226336305001,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583632365070963,5.795582015667751,1.934126003801714,3.4720346688187127,0.84061792777104,0.0,0.0,0.0,0.0,0.0,0.2518473764269127,0.0,0.13725034777577466,19.306920482836148,0.0,0.0,0.0,6.138797779230699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11243956968688691,0.0,0.0,0.0,0.0,4.97092928423217,52.78302462869025,0.0,0.21060395256031234,0.0,0.0,0.0,0.0,74.59000855930057,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06159545342936913,0.0672408043858262,0.0,88.09865020276365,32.115826268893784,0.0,0.0,0.0,0.0,0.0,4.644901277084423,0.0,0.0,57.65424335112461,0.0,0.0,0.0,30.474035954748093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.439135507164789,0.0,0.0,0.0,0.0,0.05645350956457066,46.957885425212254,0.0,10.022475618428523,0.0,0.0,0.0,0.0,2.415706802271966,0.0
18,3.9433675372087715,0.14839721909107206,0.6539617697139151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7448089796886794,0.28658246575135554,0.0,0.13940780674002579,0.5248378507034862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702954275782208,0.0,0.21236587738111742,0.30959536137003396,0.1608385657849201,0.0,0.0,7.254455767294351,0.0,0.25102035049061644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32530885415966293,1.645853528528362,0.36604887093460464,0.0,0.0,0.0
19,0.0,0.9916400552686175,18.755330140975946,0.44814018452435933,0.21150289379541695,0.0,0.6248720313459293,0.0,0.0,0.0,0.0,0.0,0.0,0.11128892490595299,23.328208246303785,1.300300517754143,16.011545745540197,5.604467109084508,0.0,0.0,0.0,0.0,4.13469818968844,0.37259316312616636,0.0,0.0,4.781180768326285,0.31926796905975985,21.729351365546695,3.5908387424501402,3.9205344298371134,0.0,0.0672408043858262,0.9364810210825977,0.0,41.201461289745666,0.11470490159935057,0.5489654334536944,0.0,0.0,0.0,0.5668363852075744,0.0,9.302567519707333,0.268028318658796,0.24577053367760537,0.0,0.0,1.9979148738447385
20,0.0,0.0,0.3581741457150881,0.0,0.0,0.0,0.22394424048926503,13.785767247421134,0.0,0.0,0.0,0.0,0.0,0.0,0.5649665874385569,7.3155837712814655,0.2414556157491032,0.0,0.0,0.0,0.0,0.0,4.135417342676524,49.42903892286547,0.15472576538620864,0.0,0.0,14.293489257008229,9.712700468811468,0.0,0.0,33.59073713215465,8.875606390682037,0.0,0.0,5.447116435291793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24929438331921552,0.0,0.0,0.0,0.0,0.0
