,1,3,4,5,6,7,9,10,11,12,15,16,17,18,19,20,21,24,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,44,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,0.0,0.0,113.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.155,124.795,0.0,19.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.315,0.0,26.83,265.285,120.14,0.0,0.0,1826.435,0.0,25.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.875,37.74,7.72,0.0,0.0,0.0
3,0.0,0.0,0.0,8.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.48,0.0,0.0,0.0,0.0,0.0,13.435,0.0,0.0,16.41,0.0,0.0,0.0,44.815,0.0,0.0,46.53,0.0,0.0,0.0,23.58,0.0,0.0,0.0,20.55,0.0,26.72,0.0,18.44,0.0,0.0,0.0
4,0.0,108.155,0.0,30.945,42.65,16.685,168.885,0.0,0.0,0.0,23.385,0.0,0.0,145.86,1879.935,90.425,1893.515,932.695,27.76,0.0,0.0,0.0,447.13,60.22,0.0,0.0,786.0,49.835,2224.935,488.54,409.465,9.195,102.8,185.1,8.185,4274.235,0.0,177.82,0.0,0.0,0.0,192.83,0.0,1368.935,0.0,40.295,0.0,0.0,321.68
5,0.0,68.16,0.0,0.0,370.07,436.03,0.0,19.175,0.0,0.0,225.455,0.0,0.0,0.0,0.0,0.0,211.57,554.84,261.44,7.785,90.88,0.0,20.775,424.675,186.51,0.0,16.14,59.96,113.765,0.0,0.0,46.535,679.83,0.0,19.065,149.405,9.16,2165.47,0.0,0.0,44.11,2364.35,0.0,28.68,0.0,0.0,0.0,0.0,0.0
6,0.0,108.21,17.385,620.075,0.0,553.03,52.12,39.435,0.0,0.0,270.345,0.0,0.0,0.0,7.88,53.84,161.045,624.405,247.78,64.515,33.54,0.0,32.405,502.04,140.595,0.0,43.97,153.64,237.595,0.0,0.0,93.43,859.66,0.0,11.28,299.35,15.215,2186.16,0.0,0.0,91.83,2053.86,28.92,11.66,28.68,0.0,0.0,0.0,0.0
7,0.0,27.055,40.325,304.235,320.795,0.0,22.79,151.685,0.0,0.0,729.475,0.0,37.145,0.0,55.68,64.995,318.165,986.2,785.555,175.83,142.855,0.0,92.295,1045.765,401.29,0.0,103.53,128.645,439.25,0.0,0.0,234.965,1021.215,0.0,240.95,670.74,9.275,3793.855,0.0,8.22,270.395,3166.205,176.43,33.53,0.0,0.0,0.0,0.0,0.0
9,0.0,22.35,2745.875,0.0,80.45,57.06,0.0,384.715,0.0,0.0,498.82,15.74,133.805,0.0,4176.705,2448.17,2075.495,442.66,665.63,0.0,27.32,0.0,998.28,1773.975,304.87,0.0,191.235,1762.22,4177.805,769.195,1010.465,843.765,1150.8,7.53,231.26,5704.685,0.0,1375.255,0.0,32.77,377.63,1229.095,249.305,897.32,0.0,7.85,0.0,0.0,117.45
10,0.0,0.0,111.225,0.0,0.0,0.0,157.245,0.0,13.72,55.845,83.365,0.0,0.0,0.0,152.585,432.725,348.035,0.0,0.0,41.14,9.275,0.0,1149.32,11394.65,3434.68,0.0,0.0,2104.895,2930.345,0.0,0.0,35396.26,12888.185,0.0,0.0,2276.37,0.0,78.47,0.0,10.865,0.0,1209.325,0.0,25.94,0.0,0.0,0.0,0.0,15.47
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5727.665,0.0,289.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.565,315.36,0.0,0.0,0.0,0.0,0.0,0.0,3566.64,263.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81,0.0,0.0,0.0,0.0,0.0,0.0,294.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5803.245,6563.3,5219.405,0.0,0.0,33.715,0.0,9.79,0.0,0.0,0.0,101.19,125.245,202.0,10.465,0.0,275.03,26172.73,0.0,0.0,0.0,51.06,0.0,0.0,1045.03,1197.78,0.0,26.54,42.695,0.0,217.58,25.525,30472.025,654.03,969.06,49.855,0.0,0.0,0.0,0.0,1138.315,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.41,805.89,268.945,0.0,116.89,0.0,0.0,0.0,0.0,0.0,35.02,0.0,19.085,2684.675,0.0,0.0,0.0,853.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.635,0.0,0.0,0.0,0.0,691.22,7339.61,0.0,29.285,0.0,0.0,0.0,0.0,10371.925,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.565,9.35,0.0,12250.335,0.0,0.0,0.0,0.0,0.0,0.0,645.885,0.0,0.0,8016.965,0.0,0.0,0.0,4237.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1868.745,0.0,0.0,0.0,0.0,7.85,6529.61,0.0,1393.65,0.0,0.0,0.0,0.0,335.91,0.0
18,548.335,20.635,90.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.85,0.0,19.385,72.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.68,0.0,29.53,43.05,22.365,0.0,0.0,1008.75,0.0,34.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.235,228.86,50.9,0.0,0.0,0.0
